Marital status,Daytime/evening attendance,Nationality,course_name,Previous qualification,Mother's qualification,Father's qualification,Gender,Age at enrollment,enrollement_year,Number of semesters,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,1,Management,1,23,28,0,18,2019,5,5,4,13,5,3,12.33333333,9.4,-0.8,-3.12,Graduate
2,1,4,Basic Education,1,22,27,0,19,2021,3,6,6,13.33333333,6,6,14.5,10.8,1.4,1.74,Graduate
1,1,1,Tourism,1,1,1,0,18,2020,3,6,4,11.25,6,2,12.5,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,1,13,1,0,19,2021,3,7,5,13.85,8,7,12.19285714,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,1,28,0,19,2020,3,7,6,13.74166667,8,7,14.9125,16.2,0.3,-0.92,Graduate
2,0,1,Management (evening attendance),17,25,5,0,33,2018,3,6,6,15.33333333,5,5,15.8,11.1,0.6,2.02,Graduate
2,1,18,Management,3,1,4,0,45,2019,3,5,5,11,5,5,13.8,12.4,0.5,1.79,Graduate
1,1,4,Social Service,1,1,1,0,20,2022,3,6,6,12,6,6,12.85714286,11.1,0.6,2.02,Graduate
1,1,4,Advertising and Marketing Management,1,19,24,0,28,2018,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Nursing,1,1,1,0,19,2019,5,8,7,11.57142857,8,7,11.57142857,12.7,3.7,-1.7,Graduate
1,1,3,Tourism,1,1,27,0,18,2019,3,6,6,12.85714286,6,3,12.66666667,12.7,3.7,-1.7,Graduate
1,1,7,Tourism,3,13,14,0,38,2021,3,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Advertising and Marketing Management,1,1,3,0,19,2019,5,5,5,13,5,5,13.2,9.4,-0.8,-3.12,Graduate
1,1,1,Tourism,1,1,27,0,21,2018,5,6,5,11,6,5,12,15.5,2.8,-4.06,Graduate
1,1,1,Management,1,22,1,0,21,2020,5,5,3,12,5,1,15,16.2,0.3,-0.92,Dropout
1,1,1,Social Service,1,23,27,0,22,2022,3,6,5,12.6,6,6,13,10.8,1.4,1.74,Graduate
1,1,21,Basic Education,1,13,14,0,18,2019,3,6,5,13.4,6,6,13.16666667,9.4,-0.8,-3.12,Graduate
1,1,1,Social Service,1,22,27,0,18,2022,3,6,6,11.33333333,6,6,11.57142857,15.5,2.8,-4.06,Graduate
1,1,7,Equiniculture,1,13,1,0,25,2021,3,5,4,13.5,5,4,14.25,9.4,-0.8,-3.12,Dropout
1,1,14,Veterinary Nursing,12,13,14,0,24,2022,5,6,3,11.75,6,3,10.33333333,16.2,0.3,-0.92,Dropout
1,1,1,Nursing,1,3,1,0,19,2019,3,7,6,12.47142857,7,7,11.4625,12.4,0.5,1.79,Enrolled
1,1,1,Animation and Multimedia Design,1,3,3,0,24,2020,5,17,11,12.90909091,13,9,13.55555556,12.4,0.5,1.79,Enrolled
1,1,11,Management,1,22,14,0,20,2021,3,5,5,11.6,5,5,13.6,12.4,0.5,1.79,Graduate
1,1,9,Management,1,22,1,0,25,2022,3,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,1,Management,1,23,14,0,20,2022,5,10,9,12.9,10,10,12.36363636,8.9,1.4,3.51,Graduate
1,1,8,Nursing,3,13,28,0,23,2022,3,8,8,13.22,8,8,13.22,9.4,-0.8,-3.12,Graduate
1,1,21,Nursing,1,13,27,0,19,2022,3,8,7,13.15142857,8,7,13.15142857,10.8,1.4,1.74,Graduate
1,1,21,Agronomy,14,22,27,0,29,2021,3,6,3,12.75,6,3,11.33333333,13.9,-0.3,0.79,Dropout
1,1,1,Tourism,1,13,27,0,21,2018,5,6,6,11.33333333,6,4,12.25,11.1,0.6,2.02,Graduate
1,1,15,Advertising and Marketing Management,1,13,1,0,18,2019,5,6,6,13.25,6,5,14.14285714,11.1,0.6,2.02,Graduate
1,1,1,Communication Design,1,13,28,0,19,2021,5,6,5,12.4,6,5,12.4,9.4,-0.8,-3.12,Enrolled
1,1,13,Journalism and Communication,1,23,27,0,18,2021,5,6,6,15,6,6,12.83333333,8.9,1.4,3.51,Dropout
1,1,5,Veterinary Nursing,1,7,14,0,19,2022,5,5,5,14.4,5,5,13,7.6,2.6,0.32,Graduate
1,1,7,Journalism and Communication,1,22,27,0,18,2019,3,6,1,11,6,0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,Management,1,1,1,0,18,2022,5,5,5,12.4,5,5,10.8,8.9,1.4,3.51,Graduate
2,1,16,Oral Hygiene,12,23,27,0,37,2020,3,7,1,16,7,0,0,8.9,1.4,3.51,Dropout
1,0,16,Management (evening attendance),15,22,27,0,29,2022,5,5,5,13.57142857,5,5,12.33333333,16.2,0.3,-0.92,Graduate
1,1,21,Communication Design,1,22,27,0,18,2019,3,6,6,11.83333333,6,6,12.5,7.6,2.6,0.32,Enrolled
1,1,21,Social Service,1,1,1,0,19,2018,5,6,5,11.66666667,6,5,12.66666667,12.4,0.5,1.79,Graduate
1,1,10,Social Service,1,1,1,0,22,2019,3,10,6,11.83333333,7,2,13,16.2,0.3,-0.92,Dropout
1,1,18,Tourism,1,22,28,0,20,2022,5,6,6,11.16666667,6,5,10.6,15.5,2.8,-4.06,Graduate
1,0,1,Social Service (evening attendance),1,22,27,0,34,2020,5,6,0,0,6,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Informatics Engineering,1,22,28,0,30,2020,3,12,8,11.75,12,6,12.16666667,7.6,2.6,0.32,Dropout
1,1,1,Social Service,1,1,1,0,18,2022,3,6,6,14,6,6,14,10.8,1.4,1.74,Graduate
1,1,1,Social Service,1,23,14,0,18,2018,5,6,6,12.83333333,6,6,12,12.4,0.5,1.79,Graduate
1,1,15,Journalism and Communication,1,3,1,0,18,2022,5,6,4,12.25,6,3,11.66666667,9.4,-0.8,-3.12,Graduate
1,1,11,Nursing,1,4,1,0,18,2022,3,8,7,14.82857143,8,7,14.82857143,12.7,3.7,-1.7,Graduate
1,1,12,Journalism and Communication,1,23,28,0,19,2020,3,6,5,11.4,6,5,12.8,12.7,3.7,-1.7,Graduate
1,1,1,Communication Design,1,22,27,0,19,2020,3,6,6,13,6,6,12.5,10.8,1.4,1.74,Graduate
1,1,7,Nursing,1,1,1,0,18,2022,3,8,7,13.67142857,8,7,13.67142857,12.7,3.7,-1.7,Graduate
1,1,1,Agronomy,14,22,28,0,21,2020,3,6,6,12.66666667,6,5,12.8,13.9,-0.3,0.79,Graduate
1,1,1,Management,1,1,14,0,20,2022,5,5,2,10,5,1,13,7.6,2.6,0.32,Dropout
1,1,6,Management,1,10,14,0,20,2020,5,5,5,13.5,5,5,12.33333333,13.9,-0.3,0.79,Graduate
1,1,1,Nursing,1,5,1,0,19,2019,5,7,7,12.67,8,8,13.55,11.1,0.6,2.02,Graduate
1,1,11,Social Service,1,1,28,0,20,2019,3,6,6,14.5,6,6,15.42857143,16.2,0.3,-0.92,Graduate
1,1,5,Nursing,1,10,1,0,18,2020,3,7,7,13.68571429,8,8,15.3875,13.9,-0.3,0.79,Graduate
1,1,1,Basic Education,1,22,28,0,20,2020,3,6,5,11,6,3,10.66666667,12.7,3.7,-1.7,Dropout
2,1,12,Equiniculture,3,5,4,0,29,2018,5,9,7,11.55555556,7,5,13.2,7.6,2.6,0.32,Dropout
1,1,13,Nursing,1,13,14,0,18,2022,3,7,7,13.79714286,8,8,13.775,12.4,0.5,1.79,Enrolled
1,1,1,Nursing,1,13,14,0,20,2021,3,7,7,14.00375,8,7,13.81285714,15.5,2.8,-4.06,Graduate
1,1,1,Management,1,23,27,0,22,2020,3,5,4,12,5,4,11.4,16.2,0.3,-0.92,Graduate
4,0,21,Social Service (evening attendance),1,24,14,0,47,2022,5,6,5,14.16666667,6,6,14.16666667,16.2,0.3,-0.92,Graduate
2,0,10,Management (evening attendance),1,22,27,0,31,2022,3,5,5,14,5,5,13.8,8.9,1.4,3.51,Graduate
1,1,1,Communication Design,1,13,27,0,21,2018,5,6,5,13.8,6,6,12.83333333,16.2,0.3,-0.92,Graduate
1,0,11,Social Service (evening attendance),1,23,28,0,21,2019,3,6,5,12.8,6,6,11.85714286,7.6,2.6,0.32,Graduate
2,1,11,Journalism and Communication,9,1,1,0,24,2018,5,6,6,12.16666667,6,6,13.83333333,7.6,2.6,0.32,Graduate
1,1,4,Communication Design,1,4,27,0,18,2020,5,6,6,12.5,6,6,12.33333333,15.5,2.8,-4.06,Enrolled
1,0,15,Social Service (evening attendance),11,19,1,0,32,2022,3,6,4,12,6,4,11.5,7.6,2.6,0.32,Graduate
1,0,1,Social Service (evening attendance),1,3,1,0,19,2022,5,6,6,10.83333333,6,6,11.5,10.8,1.4,1.74,Graduate
1,1,8,Nursing,1,3,3,0,24,2018,3,8,8,13.385,8,8,13.385,9.4,-0.8,-3.12,Graduate
1,1,4,Veterinary Nursing,1,13,14,0,19,2021,3,6,6,15.66666667,6,6,14.5,15.5,2.8,-4.06,Graduate
1,1,1,Agronomy,14,13,27,0,19,2018,5,6,6,14.33333333,6,6,13.83333333,13.9,-0.3,0.79,Graduate
1,1,4,Agronomy,14,22,27,0,24,2020,3,6,6,11.42857143,6,5,13,12.4,0.5,1.79,Enrolled
1,1,3,Social Service,1,13,14,0,18,2022,5,6,6,11.66666667,6,6,11.66666667,8.9,1.4,3.51,Graduate
1,1,1,Communication Design,1,23,27,0,19,2019,5,6,5,12,6,2,11.33333333,8.9,1.4,3.51,Dropout
2,1,1,Nursing,1,3,28,0,19,2020,3,8,7,14.72571429,8,7,14.72571429,10.8,1.4,1.74,Graduate
1,1,1,Journalism and Communication,1,13,28,0,18,2020,5,6,6,14.16666667,6,6,13.66666667,12.4,0.5,1.79,Graduate
1,1,1,Social Service,1,1,1,0,18,2021,3,6,6,11.57142857,6,6,12.33333333,12.4,0.5,1.79,Graduate
1,1,17,Oral Hygiene,1,1,1,0,20,2019,5,7,7,12.5,8,8,13.1375,12.4,0.5,1.79,Graduate
1,1,11,Nursing,1,13,28,0,18,2018,5,8,8,12.86,8,8,12.86,9.4,-0.8,-3.12,Graduate
1,1,1,Advertising and Marketing Management,1,23,28,0,18,2019,5,6,6,12.25,6,6,13.71428571,11.1,0.6,2.02,Graduate
1,1,3,Veterinary Nursing,1,23,27,0,21,2021,3,5,4,12,5,5,12.2,10.8,1.4,1.74,Graduate
1,1,14,Nursing,1,13,14,0,18,2020,3,7,7,15.11666667,8,8,16.16888889,15.5,2.8,-4.06,Graduate
1,1,16,Advertising and Marketing Management,1,13,14,0,18,2018,3,5,2,12.5,5,4,10.25,9.4,-0.8,-3.12,Dropout
1,1,1,Social Service,1,1,9,0,19,2020,5,6,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Advertising and Marketing Management,1,1,14,0,19,2018,3,6,4,11,6,4,11,10.8,1.4,1.74,Enrolled
1,1,1,Advertising and Marketing Management,1,1,14,0,18,2021,5,6,6,11.875,6,4,14.6,11.1,0.6,2.02,Graduate
1,1,12,Equiniculture,3,3,1,0,34,2022,3,5,1,11,5,0,0,12.7,3.7,-1.7,Dropout
1,1,2,Veterinary Nursing,1,9,9,0,19,2020,3,5,5,15.2,5,5,13.2,7.6,2.6,0.32,Graduate
1,1,1,Equiniculture,14,22,27,0,19,2019,3,6,5,11.6,6,2,11,12.4,0.5,1.79,Dropout
1,1,1,Social Service,1,3,14,0,26,2021,5,6,6,14.83333333,6,6,15.14285714,11.1,0.6,2.02,Graduate
1,1,13,Basic Education,1,19,24,0,21,2020,3,6,3,11.33333333,6,3,11.33333333,7.6,2.6,0.32,Dropout
1,1,14,Management,1,13,14,0,18,2021,3,5,5,11.2,5,5,11.8,11.1,0.6,2.02,Graduate
1,1,15,Basic Education,1,23,28,0,20,2018,3,6,5,13.4,6,5,13.66666667,9.4,-0.8,-3.12,Graduate
1,1,1,Management,1,1,1,0,25,2021,5,5,2,10.5,5,0,0,11.1,0.6,2.02,Dropout
1,1,4,Management,1,1,28,0,18,2020,3,5,5,16.2,5,5,16.4,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,13,14,0,18,2021,3,7,7,14.54285714,8,8,14.88181818,16.2,0.3,-0.92,Graduate
1,1,1,Nursing,1,26,14,0,19,2020,3,7,7,13.69428571,8,8,14.35555556,11.1,0.6,2.02,Graduate
1,1,1,Social Service,1,13,28,0,18,2021,3,6,6,11.28571429,6,6,11.85714286,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,23,28,0,20,2019,3,7,6,11.75714286,8,6,13.08333333,15.5,2.8,-4.06,Enrolled
1,1,18,Veterinary Nursing,15,13,14,0,26,2018,5,3,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,9,Nursing,1,22,27,0,19,2020,5,8,7,13.05857143,8,7,13.05857143,10.8,1.4,1.74,Graduate
1,1,2,Nursing,1,1,1,0,19,2020,5,7,7,14.3,8,8,14.05555556,16.2,0.3,-0.92,Graduate
1,1,13,Management,1,22,27,0,19,2020,5,10,5,11.8,10,8,12,7.6,2.6,0.32,Graduate
1,1,5,Veterinary Nursing,1,1,14,0,19,2018,3,5,3,10.33333333,5,3,13,7.6,2.6,0.32,Enrolled
1,1,15,Tourism,1,13,14,0,18,2018,5,6,6,10.57142857,6,3,11.66666667,16.2,0.3,-0.92,Graduate
1,1,8,Nursing,6,1,27,0,19,2021,5,7,6,13.33333333,7,6,13.33333333,7.6,2.6,0.32,Graduate
1,1,1,Social Service,1,1,1,0,18,2020,3,6,6,11.85714286,6,5,11,13.9,-0.3,0.79,Graduate
1,1,1,Basic Education,1,2,14,0,18,2018,3,6,5,12.6,6,5,11.4,9.4,-0.8,-3.12,Enrolled
1,1,1,Veterinary Nursing,1,13,28,0,18,2018,3,5,5,14,5,5,11.6,9.4,-0.8,-3.12,Enrolled
1,1,4,Basic Education,1,1,28,0,18,2020,5,7,5,12,7,6,12.66666667,11.1,0.6,2.02,Enrolled
1,1,5,Informatics Engineering,14,13,27,0,26,2021,3,5,0,0,5,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Social Service,1,23,28,0,20,2018,3,6,6,12,6,6,13,12.4,0.5,1.79,Graduate
1,0,16,Social Service (evening attendance),1,22,28,0,19,2019,3,6,6,12.66666667,6,6,11.66666667,12.7,3.7,-1.7,Graduate
1,1,1,Social Service,1,19,27,0,18,2018,5,6,6,12.16666667,6,6,13.66666667,9.4,-0.8,-3.12,Graduate
1,1,1,Social Service,14,23,27,0,19,2018,5,6,6,13.33333333,6,6,14.66666667,13.9,-0.3,0.79,Graduate
1,1,3,Basic Education,15,26,3,0,40,2018,5,7,7,15,7,7,14.57142857,12.4,0.5,1.79,Graduate
1,1,2,Nursing,1,23,28,0,18,2020,5,8,8,13.39125,8,8,13.39125,9.4,-0.8,-3.12,Graduate
1,1,20,Social Service,1,3,1,0,19,2020,3,6,5,12.16666667,6,6,12.42857143,13.9,-0.3,0.79,Graduate
1,1,1,Equiniculture,1,2,7,0,18,2019,5,5,4,11.25,5,4,12.5,7.6,2.6,0.32,Graduate
1,1,1,Veterinary Nursing,1,1,2,0,19,2019,5,5,4,12,5,3,12,9.4,-0.8,-3.12,Enrolled
1,1,12,Animation and Multimedia Design,1,3,3,0,18,2022,3,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
2,0,11,Social Service (evening attendance),1,22,27,0,33,2019,3,6,6,12.83333333,6,6,12.85714286,12.4,0.5,1.79,Graduate
1,1,14,Agronomy,3,3,3,0,35,2020,5,6,6,14,6,6,13.1,16.2,0.3,-0.92,Graduate
1,1,12,Management,1,22,28,0,26,2020,3,5,4,13,5,2,12,9.4,-0.8,-3.12,Enrolled
1,1,16,Journalism and Communication,1,13,14,0,18,2020,5,6,6,13.5,6,6,12.5,9.4,-0.8,-3.12,Graduate
1,1,16,Social Service,1,22,27,0,36,2021,3,16,13,10.69230769,13,9,12.30769231,15.5,2.8,-4.06,Enrolled
4,0,1,Management (evening attendance),1,22,27,0,39,2022,5,5,5,11,5,5,11.66666667,10.8,1.4,1.74,Graduate
2,1,1,Social Service,1,22,27,0,44,2019,5,6,6,13,6,6,13.83333333,12.7,3.7,-1.7,Graduate
1,0,3,Social Service (evening attendance),1,3,1,0,20,2018,3,6,5,12,6,4,11.25,9.4,-0.8,-3.12,Enrolled
1,1,1,Tourism,1,13,14,0,24,2020,3,6,4,12.6,6,4,11.5,12.7,3.7,-1.7,Dropout
1,1,17,Journalism and Communication,1,13,14,0,20,2022,5,6,6,13.66666667,6,6,13.33333333,12.4,0.5,1.79,Graduate
1,1,1,Animation and Multimedia Design,1,1,1,0,19,2022,5,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
2,1,1,Nursing,1,22,28,0,18,2022,3,7,6,14.2,7,6,14.2,7.6,2.6,0.32,Graduate
1,1,1,Tourism,1,13,14,0,22,2022,5,6,5,11,6,0,0,10.8,1.4,1.74,Dropout
1,1,14,Veterinary Nursing,1,13,1,0,18,2021,3,6,6,15,6,6,16.42857143,11.1,0.6,2.02,Graduate
1,1,1,Nursing,12,23,27,0,24,2019,5,7,6,12.58571429,8,7,13.44285714,13.9,-0.3,0.79,Graduate
1,0,15,Management (evening attendance),1,22,27,0,33,2019,3,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Agronomy,1,22,27,0,30,2019,3,6,0,0,6,0,0,11.1,0.6,2.02,Enrolled
1,1,1,Veterinary Nursing,17,3,29,0,26,2019,5,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,21,Basic Education,1,13,28,0,18,2022,3,6,6,11.66666667,6,6,11.83333333,10.8,1.4,1.74,Graduate
1,1,1,Journalism and Communication,1,22,28,0,19,2019,3,6,3,12.66666667,6,2,10,10.8,1.4,1.74,Dropout
1,1,3,Management,1,13,28,0,20,2022,3,5,3,10.33333333,5,4,11,16.2,0.3,-0.92,Enrolled
1,1,1,Veterinary Nursing,16,13,27,0,22,2019,5,11,8,13.5,9,7,13.71428571,8.9,1.4,3.51,Graduate
1,1,9,Nursing,1,1,1,0,19,2021,5,7,5,13.98,7,5,13.98,7.6,2.6,0.32,Enrolled
1,1,3,Veterinary Nursing,1,22,28,0,21,2022,5,6,6,16.15384615,6,6,15.75,15.5,2.8,-4.06,Graduate
1,1,10,Nursing,1,13,28,0,21,2020,5,7,6,14.03333333,7,6,14.03333333,7.6,2.6,0.32,Graduate
1,1,16,Veterinary Nursing,1,13,27,0,19,2018,5,5,1,11,5,5,11.2,7.6,2.6,0.32,Enrolled
1,1,2,Basic Education,1,23,27,0,19,2022,5,7,7,13.85714286,7,6,13.66666667,8.9,1.4,3.51,Graduate
1,1,15,Nursing,1,13,14,0,18,2020,5,8,7,13.41428571,8,7,13.41428571,12.7,3.7,-1.7,Dropout
2,0,2,Social Service (evening attendance),1,22,29,0,50,2021,5,11,11,13.54545455,7,7,13.57142857,16.2,0.3,-0.92,Graduate
4,0,19,Management (evening attendance),1,23,14,0,31,2020,3,5,4,11.25,5,4,10.83333333,13.9,-0.3,0.79,Enrolled
1,1,6,Journalism and Communication,1,1,14,0,19,2021,5,6,6,13.83333333,6,6,14.42857143,15.5,2.8,-4.06,Graduate
4,0,1,Management (evening attendance),1,1,27,0,35,2018,5,5,5,12,5,5,12.85714286,13.9,-0.3,0.79,Graduate
2,1,1,Veterinary Nursing,12,23,28,0,31,2018,5,6,0,0,6,0,0,12.7,3.7,-1.7,Dropout
2,0,1,Social Service (evening attendance),12,22,27,0,42,2021,5,11,10,11.9,11,10,12.8,11.1,0.6,2.02,Enrolled
1,1,1,Management,1,22,27,0,34,2022,3,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,4,Nursing,1,1,1,0,18,2020,3,7,7,15.13571429,8,8,15.2875,12.4,0.5,1.79,Graduate
1,1,1,Basic Education,1,3,3,0,18,2019,5,7,7,12.28571429,7,6,13.33333333,8.9,1.4,3.51,Enrolled
1,1,1,Veterinary Nursing,14,22,28,0,21,2019,3,6,5,12.66666667,6,2,13.5,16.2,0.3,-0.92,Enrolled
4,1,13,Nursing,12,23,14,0,26,2022,3,7,5,12.74,8,6,10.97857143,16.2,0.3,-0.92,Dropout
1,1,21,Nursing,1,13,27,0,20,2021,3,7,6,13.25,8,8,13.75,13.9,-0.3,0.79,Enrolled
1,1,3,Social Service,1,23,28,0,19,2022,3,6,3,10.33333333,6,3,10.33333333,7.6,2.6,0.32,Enrolled
1,1,1,Basic Education,1,13,14,0,19,2020,5,6,6,13.42857143,6,6,13.16666667,15.5,2.8,-4.06,Graduate
1,1,20,Management,16,3,4,0,20,2019,5,11,9,12.55555556,9,8,11.11111111,8.9,1.4,3.51,Graduate
1,1,1,Social Service,1,19,24,0,19,2022,3,6,6,11.5,6,6,11.16666667,7.6,2.6,0.32,Graduate
1,1,1,Basic Education,1,22,27,0,18,2018,3,6,6,13.66666667,6,6,12.33333333,7.6,2.6,0.32,Graduate
1,0,4,Management (evening attendance),3,22,27,0,28,2020,3,14,11,11.27272727,11,10,12,10.8,1.4,1.74,Graduate
1,1,1,Basic Education,1,1,14,0,22,2022,3,6,5,13.16666667,6,5,12.4,15.5,2.8,-4.06,Enrolled
1,0,1,Social Service (evening attendance),14,22,27,0,21,2019,3,6,6,14.66666667,6,6,14.16666667,13.9,-0.3,0.79,Graduate
1,1,18,Veterinary Nursing,14,4,28,0,21,2019,5,6,4,12.75,6,1,11,12.4,0.5,1.79,Enrolled
1,1,16,Nursing,1,1,14,0,26,2018,3,7,5,11.2,8,5,12.14,16.2,0.3,-0.92,Enrolled
1,1,6,Journalism and Communication,1,18,27,0,18,2020,3,6,5,13,6,5,11.4,7.6,2.6,0.32,Dropout
1,1,1,Veterinary Nursing,1,1,1,0,20,2018,5,5,2,10.5,5,2,12.33333333,7.6,2.6,0.32,Dropout
1,1,16,Veterinary Nursing,1,1,14,0,18,2020,5,6,6,14.85714286,6,6,14,11.1,0.6,2.02,Graduate
1,1,20,Nursing,1,1,1,0,19,2019,5,8,7,12.86,8,7,12.86,10.8,1.4,1.74,Graduate
1,1,21,Social Service,1,3,14,0,20,2021,3,11,11,11.72727273,11,11,12,12.4,0.5,1.79,Graduate
1,1,1,Veterinary Nursing,14,23,27,0,22,2020,3,6,6,13.14285714,6,3,12,13.9,-0.3,0.79,Graduate
1,1,1,Advertising and Marketing Management,1,22,14,0,18,2019,3,6,5,11.8,6,4,13.71428571,10.8,1.4,1.74,Dropout
1,1,1,Management,1,23,27,0,19,2018,5,5,3,10.66666667,5,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Communication Design,1,1,3,0,18,2020,5,6,5,11.6,6,4,11.2,8.9,1.4,3.51,Enrolled
1,1,14,Tourism,1,22,27,0,20,2018,3,6,3,10.33333333,6,3,10.33333333,10.8,1.4,1.74,Enrolled
1,1,15,Journalism and Communication,1,23,27,0,19,2020,3,6,4,12.25,6,3,11,7.6,2.6,0.32,Enrolled
1,1,2,Tourism,1,13,28,0,19,2019,5,6,6,12,6,4,12.75,12.4,0.5,1.79,Enrolled
1,1,1,Nursing,1,22,27,0,19,2020,3,8,7,14.73142857,8,7,14.73142857,10.8,1.4,1.74,Graduate
1,1,15,Animation and Multimedia Design,1,1,14,0,18,2018,3,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
1,1,1,Communication Design,15,1,14,0,21,2018,5,13,13,13.61538462,12,12,14.25,13.9,-0.3,0.79,Graduate
1,0,1,Management (evening attendance),15,1,14,0,27,2019,3,5,5,15.8,5,5,14.8,8.9,1.4,3.51,Graduate
1,1,17,Social Service,1,1,14,0,19,2021,5,6,6,14.66666667,6,6,14.57142857,15.5,2.8,-4.06,Graduate
4,1,1,Veterinary Nursing,1,19,24,0,25,2022,5,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Nursing,1,13,14,0,18,2022,5,8,7,14.65428571,8,7,14.65428571,10.8,1.4,1.74,Graduate
1,1,9,Nursing,3,13,1,0,24,2018,5,8,7,12.40142857,8,7,12.40142857,10.8,1.4,1.74,Graduate
1,1,1,Nursing,1,1,1,0,20,2021,3,7,7,11.5875,8,7,14.07142857,13.9,-0.3,0.79,Graduate
1,0,3,Management (evening attendance),15,22,27,0,26,2021,5,5,5,14,5,5,15.6,12.4,0.5,1.79,Graduate
1,1,17,Social Service,1,1,28,0,20,2021,3,6,6,12.33333333,6,6,11.83333333,8.9,1.4,3.51,Graduate
1,1,9,Veterinary Nursing,1,22,27,0,18,2022,5,5,5,14,5,5,15.4,7.6,2.6,0.32,Graduate
1,1,5,Veterinary Nursing,1,1,1,0,19,2022,3,6,6,15.23076923,6,6,12.375,15.5,2.8,-4.06,Graduate
1,1,6,Basic Education,1,13,14,0,23,2021,3,6,5,11.6,6,3,11,12.7,3.7,-1.7,Dropout
1,1,8,Nursing,1,22,27,0,18,2021,5,7,6,11.6,7,6,11.6,7.6,2.6,0.32,Graduate
1,1,3,Nursing,1,1,14,0,18,2020,5,7,0,0,8,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Nursing,1,2,1,0,19,2018,5,7,7,12.90142857,8,8,13.09444444,11.1,0.6,2.02,Graduate
1,0,4,Management (evening attendance),1,1,2,0,30,2022,3,7,7,14.14285714,5,5,14.8,7.6,2.6,0.32,Graduate
1,1,1,Veterinary Nursing,14,1,2,0,29,2019,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Nursing,1,3,1,0,19,2022,5,8,8,13.25375,8,8,13.25375,9.4,-0.8,-3.12,Graduate
1,1,1,Oral Hygiene,1,13,2,0,20,2021,3,7,7,13.78571429,8,8,14.1,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,22,27,0,20,2022,5,7,6,13.91666667,7,6,13.91666667,7.6,2.6,0.32,Graduate
1,1,2,Advertising and Marketing Management,1,23,28,0,19,2020,3,6,6,13.5,6,6,13.57142857,11.1,0.6,2.02,Graduate
1,1,14,Management,1,23,2,0,20,2020,5,5,3,11.33333333,5,2,10.66666667,10.8,1.4,1.74,Enrolled
3,1,15,Veterinary Nursing,1,13,1,0,21,2018,5,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,1,Advertising and Marketing Management,1,13,28,0,19,2022,5,6,5,11.5,6,4,14.6,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,22,28,0,18,2020,3,8,7,12.08285714,8,7,12.08285714,10.8,1.4,1.74,Graduate
1,0,6,Social Service (evening attendance),1,22,27,0,27,2022,5,6,6,11.83333333,6,5,12.8,15.5,2.8,-4.06,Graduate
1,1,1,Management,1,23,28,0,19,2018,3,5,5,13.4,5,5,12.4,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,1,1,0,19,2021,3,7,0,0,7,0,0,7.6,2.6,0.32,Dropout
1,1,1,Journalism and Communication,1,1,14,0,19,2020,3,6,5,14.2,6,6,14.57142857,15.5,2.8,-4.06,Graduate
1,1,1,Nursing,1,13,14,0,18,2020,3,8,7,13.81428571,8,7,13.81428571,12.7,3.7,-1.7,Graduate
1,1,1,Tourism,1,13,14,0,20,2018,3,6,4,11.25,6,6,10.5,12.4,0.5,1.79,Enrolled
1,1,3,Advertising and Marketing Management,1,13,27,0,18,2021,5,6,6,14.5,6,6,13.66666667,12.7,3.7,-1.7,Graduate
1,1,1,Advertising and Marketing Management,1,7,1,0,19,2022,5,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
2,1,13,Nursing,12,22,27,0,36,2020,5,7,6,11.3,7,6,11.3,7.6,2.6,0.32,Graduate
1,1,1,Oral Hygiene,1,3,4,0,18,2018,5,2,0,0,4,1,16,10.8,1.4,1.74,Enrolled
